cell_id,count,ratio
CELL_004421,1,0.00017006802721088434
CELL_001778,1,0.00017006802721088434
CELL_002374,1,0.00017006802721088434
CELL_001789,1,0.00017006802721088434
CELL_005200,1,0.00017006802721088434
CELL_001282,1,0.00017006802721088434
CELL_000157,1,0.00017006802721088434
CELL_004596,1,0.00017006802721088434
CELL_000427,1,0.00017006802721088434
CELL_004935,1,0.00017006802721088434
CELL_001955,1,0.00017006802721088434
CELL_002390,1,0.00017006802721088434
CELL_004206,1,0.00017006802721088434
CELL_003199,1,0.00017006802721088434
CELL_003816,1,0.00017006802721088434
CELL_001098,1,0.00017006802721088434
CELL_002964,1,0.00017006802721088434
CELL_005849,1,0.00017006802721088434
CELL_005078,1,0.00017006802721088434
CELL_002299,1,0.00017006802721088434
CELL_002860,1,0.00017006802721088434
CELL_001039,1,0.00017006802721088434
CELL_001648,1,0.00017006802721088434
CELL_001486,1,0.00017006802721088434
CELL_001104,1,0.00017006802721088434
CELL_003046,1,0.00017006802721088434
CELL_005559,1,0.00017006802721088434
CELL_000178,1,0.00017006802721088434
CELL_003461,1,0.00017006802721088434
CELL_000102,1,0.00017006802721088434
CELL_001324,1,0.00017006802721088434
CELL_005418,1,0.00017006802721088434
CELL_003945,1,0.00017006802721088434
CELL_002648,1,0.00017006802721088434
CELL_000908,1,0.00017006802721088434
CELL_002717,1,0.00017006802721088434
CELL_004565,1,0.00017006802721088434
CELL_001563,1,0.00017006802721088434
CELL_002888,1,0.00017006802721088434
CELL_005260,1,0.00017006802721088434
CELL_001331,1,0.00017006802721088434
CELL_000240,1,0.00017006802721088434
CELL_000978,1,0.00017006802721088434
CELL_001633,1,0.00017006802721088434
CELL_001610,1,0.00017006802721088434
CELL_004100,1,0.00017006802721088434
CELL_003957,1,0.00017006802721088434
CELL_001544,1,0.00017006802721088434
CELL_001502,1,0.00017006802721088434
CELL_001624,1,0.00017006802721088434
CELL_003435,1,0.00017006802721088434
CELL_002313,1,0.00017006802721088434
CELL_001510,1,0.00017006802721088434
CELL_001521,1,0.00017006802721088434
CELL_003802,1,0.00017006802721088434
CELL_004379,1,0.00017006802721088434
CELL_000133,1,0.00017006802721088434
CELL_005818,1,0.00017006802721088434
CELL_000402,1,0.00017006802721088434
CELL_000168,1,0.00017006802721088434
CELL_001505,1,0.00017006802721088434
CELL_004618,1,0.00017006802721088434
CELL_005136,1,0.00017006802721088434
CELL_005748,1,0.00017006802721088434
CELL_003354,1,0.00017006802721088434
CELL_000531,1,0.00017006802721088434
CELL_003847,1,0.00017006802721088434
CELL_004815,1,0.00017006802721088434
CELL_005343,1,0.00017006802721088434
CELL_004713,1,0.00017006802721088434
CELL_001658,1,0.00017006802721088434
CELL_000577,1,0.00017006802721088434
CELL_004705,1,0.00017006802721088434
CELL_005080,1,0.00017006802721088434
CELL_003154,1,0.00017006802721088434
CELL_001551,1,0.00017006802721088434
CELL_004247,1,0.00017006802721088434
CELL_000347,1,0.00017006802721088434
CELL_001744,1,0.00017006802721088434
CELL_002303,1,0.00017006802721088434
CELL_005137,1,0.00017006802721088434
CELL_004990,1,0.00017006802721088434
CELL_001043,1,0.00017006802721088434
CELL_000394,1,0.00017006802721088434
CELL_004078,1,0.00017006802721088434
CELL_002630,1,0.00017006802721088434
CELL_001952,1,0.00017006802721088434
CELL_001670,1,0.00017006802721088434
CELL_005761,1,0.00017006802721088434
CELL_001269,1,0.00017006802721088434
CELL_005714,1,0.00017006802721088434
CELL_002278,1,0.00017006802721088434
CELL_000081,1,0.00017006802721088434
CELL_001965,1,0.00017006802721088434
CELL_001434,1,0.00017006802721088434
CELL_004267,1,0.00017006802721088434
CELL_000953,1,0.00017006802721088434
CELL_001663,1,0.00017006802721088434
CELL_000169,1,0.00017006802721088434
CELL_005865,1,0.00017006802721088434
CELL_003860,1,0.00017006802721088434
CELL_003133,1,0.00017006802721088434
CELL_000015,1,0.00017006802721088434
CELL_004205,1,0.00017006802721088434
CELL_003766,1,0.00017006802721088434
CELL_004928,1,0.00017006802721088434
CELL_002969,1,0.00017006802721088434
CELL_002612,1,0.00017006802721088434
CELL_002032,1,0.00017006802721088434
CELL_004621,1,0.00017006802721088434
CELL_005100,1,0.00017006802721088434
CELL_002167,1,0.00017006802721088434
CELL_003455,1,0.00017006802721088434
CELL_003238,1,0.00017006802721088434
CELL_003827,1,0.00017006802721088434
CELL_005772,1,0.00017006802721088434
CELL_000811,1,0.00017006802721088434
CELL_000309,1,0.00017006802721088434
CELL_003769,1,0.00017006802721088434
CELL_001534,1,0.00017006802721088434
CELL_001177,1,0.00017006802721088434
CELL_000812,1,0.00017006802721088434
CELL_001408,1,0.00017006802721088434
CELL_005550,1,0.00017006802721088434
CELL_000545,1,0.00017006802721088434
CELL_004386,1,0.00017006802721088434
CELL_003210,1,0.00017006802721088434
CELL_004320,1,0.00017006802721088434
CELL_001913,1,0.00017006802721088434
CELL_001946,1,0.00017006802721088434
CELL_000933,1,0.00017006802721088434
CELL_000587,1,0.00017006802721088434
CELL_004167,1,0.00017006802721088434
CELL_005333,1,0.00017006802721088434
CELL_004756,1,0.00017006802721088434
CELL_000372,1,0.00017006802721088434
CELL_002996,1,0.00017006802721088434
CELL_000554,1,0.00017006802721088434
CELL_005356,1,0.00017006802721088434
CELL_001034,1,0.00017006802721088434
CELL_000656,1,0.00017006802721088434
CELL_001375,1,0.00017006802721088434
CELL_003590,1,0.00017006802721088434
CELL_004774,1,0.00017006802721088434
CELL_002695,1,0.00017006802721088434
CELL_004574,1,0.00017006802721088434
CELL_001262,1,0.00017006802721088434
CELL_003480,1,0.00017006802721088434
CELL_001221,1,0.00017006802721088434
CELL_000440,1,0.00017006802721088434
CELL_002616,1,0.00017006802721088434
CELL_002134,1,0.00017006802721088434
CELL_000089,1,0.00017006802721088434
CELL_005039,1,0.00017006802721088434
CELL_000752,1,0.00017006802721088434
CELL_005347,1,0.00017006802721088434
CELL_000320,1,0.00017006802721088434
CELL_000066,1,0.00017006802721088434
CELL_003670,1,0.00017006802721088434
CELL_001363,1,0.00017006802721088434
CELL_004039,1,0.00017006802721088434
CELL_001666,1,0.00017006802721088434
CELL_004481,1,0.00017006802721088434
CELL_004441,1,0.00017006802721088434
CELL_000677,1,0.00017006802721088434
CELL_000539,1,0.00017006802721088434
CELL_000502,1,0.00017006802721088434
CELL_003304,1,0.00017006802721088434
CELL_004344,1,0.00017006802721088434
CELL_001546,1,0.00017006802721088434
CELL_003404,1,0.00017006802721088434
CELL_001631,1,0.00017006802721088434
CELL_003647,1,0.00017006802721088434
CELL_000260,1,0.00017006802721088434
CELL_000280,1,0.00017006802721088434
CELL_001087,1,0.00017006802721088434
CELL_000199,1,0.00017006802721088434
CELL_000788,1,0.00017006802721088434
CELL_005478,1,0.00017006802721088434
CELL_005509,1,0.00017006802721088434
CELL_001076,1,0.00017006802721088434
CELL_002128,1,0.00017006802721088434
CELL_005609,1,0.00017006802721088434
CELL_002586,1,0.00017006802721088434
CELL_002095,1,0.00017006802721088434
CELL_004576,1,0.00017006802721088434
CELL_001129,1,0.00017006802721088434
CELL_002800,1,0.00017006802721088434
CELL_004784,1,0.00017006802721088434
CELL_005061,1,0.00017006802721088434
CELL_002446,1,0.00017006802721088434
CELL_003266,1,0.00017006802721088434
CELL_000352,1,0.00017006802721088434
CELL_002945,1,0.00017006802721088434
CELL_004624,1,0.00017006802721088434
CELL_000182,1,0.00017006802721088434
CELL_005690,1,0.00017006802721088434
CELL_003650,1,0.00017006802721088434
CELL_005098,1,0.00017006802721088434
CELL_002522,1,0.00017006802721088434
CELL_004544,1,0.00017006802721088434
CELL_001236,1,0.00017006802721088434
CELL_004963,1,0.00017006802721088434
CELL_001288,1,0.00017006802721088434
CELL_004560,1,0.00017006802721088434
CELL_002099,1,0.00017006802721088434
CELL_002415,1,0.00017006802721088434
CELL_004528,1,0.00017006802721088434
CELL_005613,1,0.00017006802721088434
CELL_003762,1,0.00017006802721088434
CELL_005247,1,0.00017006802721088434
CELL_001195,1,0.00017006802721088434
CELL_002930,1,0.00017006802721088434
CELL_003308,1,0.00017006802721088434
CELL_003316,1,0.00017006802721088434
CELL_004939,1,0.00017006802721088434
CELL_002537,1,0.00017006802721088434
CELL_002474,1,0.00017006802721088434
CELL_005122,1,0.00017006802721088434
CELL_003943,1,0.00017006802721088434
CELL_004048,1,0.00017006802721088434
CELL_005417,1,0.00017006802721088434
CELL_005404,1,0.00017006802721088434
CELL_000995,1,0.00017006802721088434
CELL_005591,1,0.00017006802721088434
CELL_000016,1,0.00017006802721088434
CELL_002903,1,0.00017006802721088434
CELL_001868,1,0.00017006802721088434
CELL_005532,1,0.00017006802721088434
CELL_002681,1,0.00017006802721088434
CELL_000562,1,0.00017006802721088434
CELL_000034,1,0.00017006802721088434
CELL_004170,1,0.00017006802721088434
CELL_000045,1,0.00017006802721088434
CELL_001298,1,0.00017006802721088434
CELL_002241,1,0.00017006802721088434
CELL_001478,1,0.00017006802721088434
CELL_000231,1,0.00017006802721088434
CELL_002917,1,0.00017006802721088434
CELL_000600,1,0.00017006802721088434
CELL_001058,1,0.00017006802721088434
CELL_004711,1,0.00017006802721088434
CELL_003430,1,0.00017006802721088434
CELL_001351,1,0.00017006802721088434
CELL_000374,1,0.00017006802721088434
CELL_003097,1,0.00017006802721088434
CELL_000009,1,0.00017006802721088434
CELL_002224,1,0.00017006802721088434
CELL_002452,1,0.00017006802721088434
CELL_005767,1,0.00017006802721088434
CELL_005127,1,0.00017006802721088434
CELL_003648,1,0.00017006802721088434
CELL_000038,1,0.00017006802721088434
CELL_002228,1,0.00017006802721088434
CELL_003856,1,0.00017006802721088434
CELL_003182,1,0.00017006802721088434
CELL_002413,1,0.00017006802721088434
CELL_002752,1,0.00017006802721088434
CELL_005465,1,0.00017006802721088434
CELL_002352,1,0.00017006802721088434
CELL_003391,1,0.00017006802721088434
CELL_001200,1,0.00017006802721088434
CELL_001766,1,0.00017006802721088434
CELL_001182,1,0.00017006802721088434
CELL_003579,1,0.00017006802721088434
CELL_002573,1,0.00017006802721088434
CELL_003358,1,0.00017006802721088434
CELL_002844,1,0.00017006802721088434
CELL_003127,1,0.00017006802721088434
CELL_004336,1,0.00017006802721088434
CELL_002351,1,0.00017006802721088434
CELL_000623,1,0.00017006802721088434
CELL_000764,1,0.00017006802721088434
CELL_004384,1,0.00017006802721088434
CELL_002307,1,0.00017006802721088434
CELL_002442,1,0.00017006802721088434
CELL_002524,1,0.00017006802721088434
CELL_002421,1,0.00017006802721088434
CELL_002900,1,0.00017006802721088434
CELL_004872,1,0.00017006802721088434
CELL_003955,1,0.00017006802721088434
CELL_002478,1,0.00017006802721088434
CELL_002743,1,0.00017006802721088434
CELL_005097,1,0.00017006802721088434
CELL_004260,1,0.00017006802721088434
CELL_002272,1,0.00017006802721088434
CELL_002178,1,0.00017006802721088434
CELL_001394,1,0.00017006802721088434
CELL_005689,1,0.00017006802721088434
CELL_002437,1,0.00017006802721088434
CELL_004940,1,0.00017006802721088434
CELL_000326,1,0.00017006802721088434
CELL_003831,1,0.00017006802721088434
CELL_003837,1,0.00017006802721088434
CELL_004586,1,0.00017006802721088434
CELL_003471,1,0.00017006802721088434
CELL_003018,1,0.00017006802721088434
CELL_000411,1,0.00017006802721088434
CELL_003083,1,0.00017006802721088434
CELL_004604,1,0.00017006802721088434
CELL_005455,1,0.00017006802721088434
CELL_001966,1,0.00017006802721088434
CELL_003686,1,0.00017006802721088434
CELL_003845,1,0.00017006802721088434
CELL_001721,1,0.00017006802721088434
CELL_005840,1,0.00017006802721088434
CELL_003741,1,0.00017006802721088434
CELL_002926,1,0.00017006802721088434
CELL_001819,1,0.00017006802721088434
CELL_002078,1,0.00017006802721088434
CELL_004271,1,0.00017006802721088434
CELL_004181,1,0.00017006802721088434
CELL_005466,1,0.00017006802721088434
CELL_000916,1,0.00017006802721088434
CELL_004334,1,0.00017006802721088434
CELL_002705,1,0.00017006802721088434
CELL_003997,1,0.00017006802721088434
CELL_002466,1,0.00017006802721088434
CELL_000970,1,0.00017006802721088434
CELL_002703,1,0.00017006802721088434
CELL_002898,1,0.00017006802721088434
CELL_003893,1,0.00017006802721088434
CELL_005434,1,0.00017006802721088434
CELL_005538,1,0.00017006802721088434
CELL_000325,1,0.00017006802721088434
CELL_005739,1,0.00017006802721088434
CELL_002105,1,0.00017006802721088434
CELL_000064,1,0.00017006802721088434
CELL_000706,1,0.00017006802721088434
CELL_005234,1,0.00017006802721088434
CELL_002210,1,0.00017006802721088434
CELL_005225,1,0.00017006802721088434
CELL_001537,1,0.00017006802721088434
CELL_004994,1,0.00017006802721088434
CELL_000241,1,0.00017006802721088434
CELL_005574,1,0.00017006802721088434
CELL_001818,1,0.00017006802721088434
CELL_003406,1,0.00017006802721088434
CELL_000466,1,0.00017006802721088434
CELL_000298,1,0.00017006802721088434
CELL_005656,1,0.00017006802721088434
CELL_004367,1,0.00017006802721088434
CELL_002707,1,0.00017006802721088434
CELL_001667,1,0.00017006802721088434
CELL_005317,1,0.00017006802721088434
CELL_004851,1,0.00017006802721088434
CELL_000599,1,0.00017006802721088434
CELL_002877,1,0.00017006802721088434
CELL_000018,1,0.00017006802721088434
CELL_001727,1,0.00017006802721088434
CELL_005588,1,0.00017006802721088434
CELL_005184,1,0.00017006802721088434
CELL_001967,1,0.00017006802721088434
CELL_003867,1,0.00017006802721088434
CELL_003990,1,0.00017006802721088434
CELL_003560,1,0.00017006802721088434
CELL_002288,1,0.00017006802721088434
CELL_001562,1,0.00017006802721088434
CELL_004591,1,0.00017006802721088434
CELL_005710,1,0.00017006802721088434
CELL_001437,1,0.00017006802721088434
CELL_005118,1,0.00017006802721088434
CELL_003707,1,0.00017006802721088434
CELL_002866,1,0.00017006802721088434
CELL_002572,1,0.00017006802721088434
CELL_001731,1,0.00017006802721088434
CELL_003247,1,0.00017006802721088434
CELL_000682,1,0.00017006802721088434
CELL_000743,1,0.00017006802721088434
CELL_000248,1,0.00017006802721088434
CELL_005328,1,0.00017006802721088434
CELL_005319,1,0.00017006802721088434
CELL_002608,1,0.00017006802721088434
CELL_001412,1,0.00017006802721088434
CELL_001892,1,0.00017006802721088434
CELL_000605,1,0.00017006802721088434
CELL_000334,1,0.00017006802721088434
CELL_005407,1,0.00017006802721088434
CELL_001145,1,0.00017006802721088434
CELL_001322,1,0.00017006802721088434
CELL_003726,1,0.00017006802721088434
CELL_004296,1,0.00017006802721088434
CELL_001587,1,0.00017006802721088434
CELL_000085,1,0.00017006802721088434
CELL_001653,1,0.00017006802721088434
CELL_004370,1,0.00017006802721088434
CELL_005598,1,0.00017006802721088434
CELL_002158,1,0.00017006802721088434
CELL_004359,1,0.00017006802721088434
CELL_005015,1,0.00017006802721088434
CELL_000684,1,0.00017006802721088434
CELL_002463,1,0.00017006802721088434
CELL_002305,1,0.00017006802721088434
CELL_000806,1,0.00017006802721088434
CELL_004464,1,0.00017006802721088434
CELL_003781,1,0.00017006802721088434
CELL_004985,1,0.00017006802721088434
CELL_004516,1,0.00017006802721088434
CELL_005670,1,0.00017006802721088434
CELL_002407,1,0.00017006802721088434
CELL_001045,1,0.00017006802721088434
CELL_004340,1,0.00017006802721088434
CELL_004523,1,0.00017006802721088434
CELL_002722,1,0.00017006802721088434
CELL_004222,1,0.00017006802721088434
CELL_000150,1,0.00017006802721088434
CELL_001159,1,0.00017006802721088434
CELL_004902,1,0.00017006802721088434
CELL_000291,1,0.00017006802721088434
CELL_000454,1,0.00017006802721088434
CELL_001329,1,0.00017006802721088434
CELL_005390,1,0.00017006802721088434
CELL_001787,1,0.00017006802721088434
CELL_001033,1,0.00017006802721088434
CELL_003671,1,0.00017006802721088434
CELL_004723,1,0.00017006802721088434
CELL_005485,1,0.00017006802721088434
CELL_002802,1,0.00017006802721088434
CELL_000316,1,0.00017006802721088434
CELL_004392,1,0.00017006802721088434
CELL_001515,1,0.00017006802721088434
CELL_005456,1,0.00017006802721088434
CELL_000697,1,0.00017006802721088434
CELL_003985,1,0.00017006802721088434
CELL_003003,1,0.00017006802721088434
CELL_005437,1,0.00017006802721088434
CELL_001877,1,0.00017006802721088434
CELL_005360,1,0.00017006802721088434
CELL_004013,1,0.00017006802721088434
CELL_001316,1,0.00017006802721088434
CELL_002701,1,0.00017006802721088434
CELL_001748,1,0.00017006802721088434
CELL_001232,1,0.00017006802721088434
CELL_002164,1,0.00017006802721088434
CELL_004627,1,0.00017006802721088434
CELL_000136,1,0.00017006802721088434
CELL_003419,1,0.00017006802721088434
CELL_000795,1,0.00017006802721088434
CELL_001733,1,0.00017006802721088434
CELL_001164,1,0.00017006802721088434
CELL_003259,1,0.00017006802721088434
CELL_000125,1,0.00017006802721088434
CELL_000103,1,0.00017006802721088434
CELL_002482,1,0.00017006802721088434
CELL_002944,1,0.00017006802721088434
CELL_000801,1,0.00017006802721088434
CELL_004440,1,0.00017006802721088434
CELL_002946,1,0.00017006802721088434
CELL_003525,1,0.00017006802721088434
CELL_000382,1,0.00017006802721088434
CELL_002771,1,0.00017006802721088434
CELL_005680,1,0.00017006802721088434
CELL_000423,1,0.00017006802721088434
CELL_004417,1,0.00017006802721088434
CELL_002381,1,0.00017006802721088434
CELL_005202,1,0.00017006802721088434
CELL_001074,1,0.00017006802721088434
CELL_000249,1,0.00017006802721088434
CELL_005298,1,0.00017006802721088434
CELL_003872,1,0.00017006802721088434
CELL_000448,1,0.00017006802721088434
CELL_002894,1,0.00017006802721088434
CELL_002654,1,0.00017006802721088434
CELL_000419,1,0.00017006802721088434
CELL_002169,1,0.00017006802721088434
CELL_002192,1,0.00017006802721088434
CELL_005140,1,0.00017006802721088434
CELL_004848,1,0.00017006802721088434
CELL_004221,1,0.00017006802721088434
CELL_005149,1,0.00017006802721088434
CELL_000145,1,0.00017006802721088434
CELL_000381,1,0.00017006802721088434
CELL_001613,1,0.00017006802721088434
CELL_001023,1,0.00017006802721088434
CELL_003214,1,0.00017006802721088434
CELL_000122,1,0.00017006802721088434
CELL_000612,1,0.00017006802721088434
CELL_002229,1,0.00017006802721088434
CELL_005076,1,0.00017006802721088434
CELL_002595,1,0.00017006802721088434
CELL_005266,1,0.00017006802721088434
CELL_004669,1,0.00017006802721088434
CELL_001884,1,0.00017006802721088434
CELL_004868,1,0.00017006802721088434
CELL_004830,1,0.00017006802721088434
CELL_005721,1,0.00017006802721088434
CELL_001484,1,0.00017006802721088434
CELL_005674,1,0.00017006802721088434
CELL_002955,1,0.00017006802721088434
CELL_002116,1,0.00017006802721088434
CELL_001741,1,0.00017006802721088434
CELL_005506,1,0.00017006802721088434
CELL_004311,1,0.00017006802721088434
CELL_001273,1,0.00017006802721088434
CELL_003241,1,0.00017006802721088434
CELL_001695,1,0.00017006802721088434
CELL_001863,1,0.00017006802721088434
CELL_002230,1,0.00017006802721088434
CELL_000590,1,0.00017006802721088434
CELL_004783,1,0.00017006802721088434
CELL_002234,1,0.00017006802721088434
CELL_002555,1,0.00017006802721088434
CELL_004869,1,0.00017006802721088434
CELL_002300,1,0.00017006802721088434
CELL_000415,1,0.00017006802721088434
CELL_000809,1,0.00017006802721088434
CELL_005548,1,0.00017006802721088434
CELL_003264,1,0.00017006802721088434
CELL_000866,1,0.00017006802721088434
CELL_000880,1,0.00017006802721088434
CELL_003537,1,0.00017006802721088434
CELL_001143,1,0.00017006802721088434
CELL_002441,1,0.00017006802721088434
CELL_002821,1,0.00017006802721088434
CELL_003410,1,0.00017006802721088434
CELL_005046,1,0.00017006802721088434
CELL_002982,1,0.00017006802721088434
CELL_000108,1,0.00017006802721088434
CELL_000030,1,0.00017006802721088434
CELL_005557,1,0.00017006802721088434
CELL_003122,1,0.00017006802721088434
CELL_003014,1,0.00017006802721088434
CELL_005495,1,0.00017006802721088434
CELL_000585,1,0.00017006802721088434
CELL_005058,1,0.00017006802721088434
CELL_002700,1,0.00017006802721088434
CELL_001481,1,0.00017006802721088434
CELL_002916,1,0.00017006802721088434
CELL_003771,1,0.00017006802721088434
CELL_002911,1,0.00017006802721088434
CELL_000438,1,0.00017006802721088434
CELL_003114,1,0.00017006802721088434
CELL_002686,1,0.00017006802721088434
CELL_002953,1,0.00017006802721088434
CELL_000713,1,0.00017006802721088434
CELL_003698,1,0.00017006802721088434
CELL_004559,1,0.00017006802721088434
CELL_001601,1,0.00017006802721088434
CELL_002273,1,0.00017006802721088434
CELL_003621,1,0.00017006802721088434
CELL_003036,1,0.00017006802721088434
CELL_000209,1,0.00017006802721088434
CELL_003586,1,0.00017006802721088434
CELL_004197,1,0.00017006802721088434
CELL_000426,1,0.00017006802721088434
CELL_004959,1,0.00017006802721088434
CELL_001003,1,0.00017006802721088434
CELL_005170,1,0.00017006802721088434
CELL_000927,1,0.00017006802721088434
CELL_000890,1,0.00017006802721088434
CELL_004684,1,0.00017006802721088434
CELL_000625,1,0.00017006802721088434
CELL_000070,1,0.00017006802721088434
CELL_001398,1,0.00017006802721088434
CELL_003700,1,0.00017006802721088434
CELL_002997,1,0.00017006802721088434
CELL_000894,1,0.00017006802721088434
CELL_004942,1,0.00017006802721088434
CELL_003113,1,0.00017006802721088434
CELL_003353,1,0.00017006802721088434
CELL_004251,1,0.00017006802721088434
CELL_001048,1,0.00017006802721088434
CELL_000091,1,0.00017006802721088434
CELL_000748,1,0.00017006802721088434
CELL_001536,1,0.00017006802721088434
CELL_003383,1,0.00017006802721088434
CELL_005449,1,0.00017006802721088434
CELL_002781,1,0.00017006802721088434
CELL_005753,1,0.00017006802721088434
CELL_002842,1,0.00017006802721088434
CELL_000965,1,0.00017006802721088434
CELL_001198,1,0.00017006802721088434
CELL_001540,1,0.00017006802721088434
CELL_005195,1,0.00017006802721088434
CELL_004767,1,0.00017006802721088434
CELL_003045,1,0.00017006802721088434
CELL_004310,1,0.00017006802721088434
CELL_005133,1,0.00017006802721088434
CELL_000756,1,0.00017006802721088434
CELL_005473,1,0.00017006802721088434
CELL_000765,1,0.00017006802721088434
CELL_004385,1,0.00017006802721088434
CELL_001581,1,0.00017006802721088434
CELL_000556,1,0.00017006802721088434
CELL_002084,1,0.00017006802721088434
CELL_005575,1,0.00017006802721088434
CELL_002779,1,0.00017006802721088434
CELL_005583,1,0.00017006802721088434
